Title,age,height,body_type,region_origin,sphere_of_employment,app_source,chat_channel,met,days_to_meet,sex_quality,emotional_comfort,chemistry,communication_style_match,relationship_outcome,activity
10623,45,160-170,muscular,EasternEurope,education / academia,Bumble,telegram,0,,,,,,0,not active
14917,47,170-180,average,CentralEurope,healthcare / medicine,tinder,snapchat,0,,,,,,0,not active
335,24,200-210,average,Africa,public sector / government,tinder,snapchat,1,7-15,0.0,3.0,4.0,3.0,0,not active
11213,19,170-180,mediocre,EasternEurope,engineering / manufacturing,instagram,whatsapp,0,,,,,,0,not active
6039,25,180-190,average,MiddleEast,service / hospitality,tinder,whatsapp,1,15-30,4.0,5.0,2.0,4.0,2,active
4087,29,200-210,athletic,Africa,healthcare / medicine,Bumble,instagram dm,1,15-30,4.0,3.0,3.0,2.0,1,active
7966,20,170-180,athletic,EasternEurope,finance / banking / consulting,Hinge,instagram dm,1,7-15,1.0,2.0,5.0,2.0,2,active
11101,40,190-200,athletic,MiddleEast,it / tech,Bumble,tinder,1,7-15,1.0,2.0,4.0,1.0,0,not active
7351,28,200-210,muscular,SouthAmerica,finance / banking / consulting,instagram,telegram,1,7-15,3.0,4.0,3.0,4.0,1,active
3248,41,170-180,slim,Asia,engineering / manufacturing,instagram,snapchat,1,7-15,2.0,2.0,2.0,1.0,0,not active
13031,23,160-170,muscular,Asia,it / tech,Bumble,snapchat,0,,,,,,0,not active
12932,26,160-170,athletic,EasternEurope,finance / banking / consulting,Hinge,snapchat,1,7-15,2.0,3.0,5.0,3.0,1,active
11897,40,170-180,mediocre,Asia,public sector / government,tinder,snapchat,1,other,2.0,4.0,3.0,4.0,0,not active
2422,40,160-170,mediocre,Asia,public sector / government,tinder,tinder,0,,,,,,0,not active
2053,23,160-170,average,MiddleEast,arts / media / design,tinder,whatsapp,1,7-15,2.0,3.0,2.0,4.0,1,active
7463,29,200-210,muscular,Africa,self-employed,instagram,snapchat,0,,,,,,0,not active
6793,37,190-200,muscular,EasternEurope,sales / marketing,tinder,tinder,1,7-15,3.0,2.0,4.0,2.0,2,active
2677,21,190-200,muscular,Africa,public sector / government,grindr,snapchat,1,15-30,1.0,1.0,5.0,1.0,0,not active
2974,50,190-200,muscular,Africa,other,grindr,grindr,1,7-15,4.0,4.0,2.0,4.0,1,active
2819,43,180-190,athletic,SouthAmerica,finance / banking / consulting,Hinge,instagram dm,1,1-7,4.0,4.0,1.0,4.0,1,active
1096,38,160-170,average,EasternEurope,healthcare / medicine,Bumble,whatsapp,1,7-15,0.0,5.0,4.0,5.0,1,active
5832,18,170-180,athletic,MiddleEast,finance / banking / consulting,tinder,instagram dm,1,1-7,4.0,4.0,3.0,3.0,1,not active
5781,36,200-210,athletic,Africa,education / academia,Bumble,instagram dm,1,15-30,5.0,5.0,4.0,5.0,2,active
12271,28,200-210,average,Africa,service / hospitality,tinder,snapchat,0,,,,,,0,not active
1799,43,160-170,overweight,SouthEurope,it / tech,tinder,snapchat,0,,,,,,0,not active
2750,37,190-200,muscular,SouthEurope,student,Hinge,instagram dm,0,,,,,,0,not active
9535,43,200-210,muscular,WesternEurope,engineering / manufacturing,tinder,tinder,0,,,,,,0,not active
9640,40,170-180,slim,Africa,arts / media / design,tinder,whatsapp,1,7-15,3.0,4.0,3.0,5.0,1,active
5011,18,170-180,muscular,EasternEurope,arts / media / design,tinder,whatsapp,1,15-30,4.0,2.0,2.0,3.0,2,active
13764,18,160-170,average,CentralEurope,it / tech,tinder,whatsapp,0,,,,,,0,not active
4507,20,170-180,athletic,WesternEurope,education / academia,Bumble,whatsapp,1,30-90,2.0,2.0,3.0,2.0,1,active
10438,46,170-180,average,Asia,healthcare / medicine,Hinge,instagram dm,0,,,,,,0,not active
9377,42,190-200,muscular,NorthAmerica,service / hospitality,tinder,whatsapp,1,30-90,2.0,4.0,2.0,4.0,1,active
13622,32,190-200,muscular,Africa,self-employed,tinder,snapchat,1,7-15,5.0,3.0,2.0,3.0,1,not active
4153,30,160-170,mediocre,WesternEurope,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
7841,21,160-170,athletic,Africa,public sector / government,grindr,snapchat,0,,,,,,0,not active
7303,48,190-200,athletic,MiddleEast,education / academia,tinder,snapchat,0,,,,,,0,not active
8101,36,160-170,athletic,MiddleEast,engineering / manufacturing,grindr,telegram,0,,,,,,0,not active
12920,30,170-180,athletic,EasternEurope,healthcare / medicine,Hinge,snapchat,1,15-30,2.0,4.0,3.0,4.0,1,not active
5826,28,170-180,mediocre,CentralEurope,self-employed,tinder,whatsapp,0,,,,,,0,not active
4557,39,190-200,athletic,NorthAmerica,public sector / government,grindr,whatsapp,1,7-15,2.0,4.0,1.0,4.0,0,not active
11273,46,170-180,average,SouthAmerica,it / tech,tinder,whatsapp,0,,,,,,0,not active
2666,24,190-200,athletic,NorthAmerica,sales / marketing,tinder,snapchat,0,,,,,,0,not active
2043,24,160-170,mediocre,EasternEurope,it / tech,instagram,instagram dm,1,7-15,3.0,4.0,3.0,4.0,2,active
4938,40,200-210,average,Asia,self-employed,tinder,tinder,1,7-15,2.0,3.0,2.0,3.0,1,active
5597,44,180-190,average,SouthEurope,healthcare / medicine,Hinge,instagram dm,1,1-7,5.0,5.0,2.0,5.0,2,active
9254,39,170-180,athletic,SouthAmerica,engineering / manufacturing,tinder,whatsapp,1,7-15,2.0,4.0,3.0,4.0,1,active
5965,44,180-190,average,WesternEurope,public sector / government,tinder,snapchat,1,15-30,3.0,3.0,2.0,3.0,2,active
966,18,180-190,mediocre,CentralEurope,education / academia,tinder,whatsapp,0,,,,,,0,not active
9914,22,160-170,slim,EasternEurope,finance / banking / consulting,tinder,snapchat,1,7-15,4.0,4.0,4.0,4.0,2,active
7152,18,180-190,mediocre,NorthAmerica,service / hospitality,tinder,instagram dm,1,15-30,1.0,3.0,3.0,3.0,1,active
6414,28,180-190,athletic,NorthAmerica,public sector / government,grindr,whatsapp,0,,,,,,0,not active
1567,26,160-170,mediocre,MiddleEast,it / tech,instagram,snapchat,1,7-15,1.0,1.0,4.0,1.0,0,not active
8404,25,160-170,mediocre,MiddleEast,engineering / manufacturing,tinder,snapchat,1,30-90,2.0,3.0,2.0,3.0,1,active
13863,51,160-170,average,NorthAmerica,service / hospitality,tinder,snapchat,0,,,,,,0,not active
7325,30,170-180,muscular,EasternEurope,sales / marketing,tinder,whatsapp,1,7-15,3.0,5.0,1.0,5.0,2,active
14281,39,180-190,mediocre,NorthAmerica,self-employed,Bumble,whatsapp,1,7-15,2.0,1.0,2.0,1.0,0,not active
9241,49,170-180,muscular,MiddleEast,education / academia,Hinge,snapchat,1,other,3.0,3.0,1.0,3.0,2,active
7427,47,160-170,athletic,MiddleEast,finance / banking / consulting,Hinge,telegram,0,,,,,,0,not active
9283,39,200-210,muscular,NorthAmerica,public sector / government,Hinge,whatsapp,1,15-30,2.0,2.0,1.0,2.0,1,not active
2875,21,170-180,athletic,EasternEurope,it / tech,instagram,whatsapp,1,15-30,4.0,2.0,2.0,1.0,1,active
2342,47,170-180,mediocre,WesternEurope,public sector / government,tinder,snapchat,0,,,,,,0,not active
10665,38,180-190,muscular,SouthEurope,arts / media / design,tinder,whatsapp,0,,,,,,0,not active
2669,23,180-190,mediocre,WesternEurope,it / tech,tinder,snapchat,0,,,,,,0,not active
8342,48,190-200,athletic,Asia,healthcare / medicine,tinder,telegram,1,1-7,0.0,4.0,3.0,4.0,1,active
6297,28,180-190,average,CentralEurope,sales / marketing,Bumble,snapchat,1,1-7,1.0,3.0,5.0,3.0,1,not active
323,51,200-210,athletic,Asia,it / tech,grindr,grindr,0,,,,,,0,not active
6913,30,200-210,muscular,NorthAmerica,healthcare / medicine,tinder,snapchat,1,15-30,1.0,3.0,2.0,3.0,1,active
1382,25,190-200,muscular,MiddleEast,it / tech,instagram,whatsapp,1,7-15,5.0,1.0,4.0,2.0,1,not active
11635,46,160-170,athletic,MiddleEast,public sector / government,tinder,tinder,0,,,,,,0,not active
1585,24,160-170,athletic,Asia,it / tech,tinder,snapchat,1,7-15,2.0,2.0,4.0,2.0,2,active
13563,30,160-170,athletic,Africa,education / academia,tinder,whatsapp,0,,,,,,0,not active
9,31,180-190,average,CentralEurope,public sector / government,tinder,instagram dm,1,7-15,2.0,3.0,4.0,3.0,2,active
6382,24,180-190,average,CentralEurope,self-employed,instagram,instagram dm,0,,,,,,0,not active
12815,40,160-170,overweight,SouthAmerica,healthcare / medicine,tinder,whatsapp,1,1-7,0.0,3.0,5.0,3.0,1,active
11407,33,180-190,slim,Asia,public sector / government,tinder,instagram dm,1,7-15,4.0,4.0,3.0,4.0,1,active
1921,39,200-210,athletic,SouthEurope,self-employed,instagram,snapchat,1,7-15,1.0,4.0,3.0,4.0,1,active
11135,27,200-210,muscular,SouthEurope,healthcare / medicine,Bumble,whatsapp,1,7-15,4.0,5.0,4.0,5.0,1,active
2036,20,170-180,overweight,CentralEurope,service / hospitality,Hinge,snapchat,0,,,,,,0,not active
9674,35,190-200,athletic,NorthAmerica,finance / banking / consulting,Hinge,whatsapp,1,7-15,1.0,5.0,5.0,5.0,2,active
6840,46,160-170,mediocre,CentralEurope,public sector / government,grindr,instagram dm,1,1-7,3.0,4.0,2.0,4.0,1,not active
402,46,180-190,mediocre,SouthAmerica,self-employed,Hinge,instagram dm,1,15-30,2.0,5.0,3.0,5.0,0,not active
6090,40,170-180,athletic,SouthEurope,healthcare / medicine,Bumble,whatsapp,1,7-15,3.0,4.0,2.0,4.0,1,active
11954,51,200-210,muscular,SouthEurope,public sector / government,tinder,instagram dm,1,1-7,5.0,1.0,3.0,1.0,2,active
2076,47,170-180,slim,Africa,public sector / government,tinder,snapchat,0,,,,,,0,not active
206,37,200-210,athletic,NorthAmerica,education / academia,Hinge,whatsapp,0,,,,,,0,not active
6425,20,170-180,slim,SouthEurope,public sector / government,tinder,instagram dm,1,15-30,3.0,3.0,2.0,3.0,1,not active
6196,28,180-190,athletic,Africa,engineering / manufacturing,tinder,instagram dm,1,7-15,5.0,1.0,3.0,1.0,2,active
9589,22,180-190,average,MiddleEast,education / academia,tinder,whatsapp,1,15-30,4.0,4.0,4.0,4.0,2,active
6237,49,170-180,average,Asia,unemployed,Hinge,instagram dm,0,,,,,,0,not active
8842,29,170-180,overweight,NorthAmerica,self-employed,grindr,whatsapp,1,7-15,0.0,3.0,3.0,3.0,2,active
7670,39,190-200,average,MiddleEast,finance / banking / consulting,tinder,snapchat,1,7-15,0.0,1.0,3.0,1.0,0,not active
2970,28,200-210,average,Africa,public sector / government,grindr,other,1,1-7,3.0,5.0,4.0,5.0,2,active
7691,32,170-180,average,Asia,engineering / manufacturing,instagram,instagram dm,1,1-7,4.0,4.0,3.0,4.0,1,active
8736,28,190-200,athletic,Africa,finance / banking / consulting,Hinge,instagram dm,1,15-30,3.0,4.0,3.0,4.0,1,active
6083,48,160-170,average,WesternEurope,arts / media / design,Bumble,snapchat,0,,,,,,0,not active
6502,18,180-190,average,Asia,finance / banking / consulting,grindr,snapchat,0,,,,,,0,not active
2700,29,170-180,mediocre,Asia,sales / marketing,tinder,instagram dm,1,7-15,1.0,3.0,4.0,3.0,0,not active
727,23,160-170,muscular,SouthAmerica,it / tech,Bumble,whatsapp,0,,,,,,0,not active
12558,43,170-180,mediocre,Asia,engineering / manufacturing,grindr,whatsapp,1,7-15,4.0,3.0,1.0,3.0,2,active
13554,25,180-190,average,Africa,engineering / manufacturing,Hinge,instagram dm,0,,,,,,0,not active
8696,22,200-210,muscular,WesternEurope,sales / marketing,tinder,snapchat,0,,,,,,0,not active
224,36,200-210,athletic,NorthAmerica,other,instagram,snapchat,1,1-7,3.0,5.0,2.0,5.0,1,not active
1963,50,200-210,muscular,MiddleEast,finance / banking / consulting,Hinge,snapchat,0,,,,,,0,not active
10736,47,200-210,athletic,SouthAmerica,public sector / government,tinder,whatsapp,0,,,,,,0,not active
7108,40,200-210,average,Africa,sales / marketing,grindr,snapchat,1,1-7,2.0,5.0,3.0,5.0,1,not active
4338,50,200-210,average,Africa,public sector / government,instagram,instagram dm,0,,,,,,0,not active
3635,49,180-190,muscular,CentralEurope,education / academia,tinder,snapchat,1,7-15,2.0,3.0,3.0,4.0,1,active
9279,45,190-200,athletic,MiddleEast,finance / banking / consulting,Hinge,snapchat,1,30-90,1.0,5.0,1.0,5.0,1,not active
6310,27,160-170,athletic,Asia,service / hospitality,tinder,tinder,0,,,,,,0,not active
5153,28,180-190,average,EasternEurope,public sector / government,Bumble,telegram,1,1-7,1.0,1.0,3.0,1.0,0,not active
13553,24,180-190,overweight,CentralEurope,public sector / government,grindr,whatsapp,1,1-7,4.0,2.0,3.0,2.0,1,active
12275,28,180-190,average,SouthAmerica,public sector / government,Bumble,other,1,15-30,0.0,2.0,4.0,2.0,2,active
12799,20,180-190,mediocre,WesternEurope,engineering / manufacturing,tinder,snapchat,1,7-15,3.0,2.0,4.0,2.0,2,active
13554,37,190-200,muscular,NorthAmerica,self-employed,Hinge,snapchat,1,7-15,2.0,2.0,5.0,2.0,1,active
7181,31,190-200,athletic,NorthAmerica,finance / banking / consulting,Hinge,whatsapp,1,7-15,0.0,3.0,3.0,4.0,1,active
8107,39,180-190,muscular,NorthAmerica,finance / banking / consulting,tinder,snapchat,1,7-15,0.0,3.0,1.0,3.0,1,active
11737,34,180-190,athletic,NorthAmerica,it / tech,other,telegram,1,7-15,1.0,5.0,3.0,5.0,1,active
4710,36,200-210,muscular,NorthAmerica,finance / banking / consulting,Bumble,instagram dm,1,15-30,2.0,2.0,4.0,2.0,1,active
4096,42,180-190,athletic,Africa,healthcare / medicine,Hinge,whatsapp,0,,,,,,0,not active
1917,25,170-180,muscular,SouthEurope,it / tech,tinder,instagram dm,0,,,,,,0,not active
7847,50,180-190,average,SouthEurope,sales / marketing,grindr,whatsapp,0,,,,,,0,not active
5408,51,160-170,slim,MiddleEast,public sector / government,grindr,grindr,0,,,,,,0,not active
10157,22,180-190,average,SouthEurope,healthcare / medicine,tinder,instagram dm,1,1-7,3.0,3.0,3.0,3.0,2,active
2740,25,200-210,muscular,WesternEurope,it / tech,grindr,grindr,1,30-90,3.0,3.0,2.0,2.0,1,not active
1445,42,200-210,athletic,SouthEurope,engineering / manufacturing,tinder,snapchat,0,,,,,,1,not active
7760,28,190-200,athletic,Africa,finance / banking / consulting,Hinge,instagram dm,1,1-7,4.0,5.0,1.0,4.0,1,active
8927,33,180-190,average,SouthAmerica,public sector / government,Bumble,telegram,1,15-30,5.0,3.0,3.0,3.0,1,active
295,30,160-170,athletic,SouthEurope,it / tech,tinder,tinder,1,1-7,4.0,5.0,2.0,5.0,2,active
2510,30,160-170,athletic,WesternEurope,self-employed,other,instagram dm,1,7-15,4.0,2.0,2.0,2.0,1,active
6264,27,200-210,muscular,SouthEurope,education / academia,Hinge,whatsapp,1,1-7,4.0,3.0,3.0,3.0,1,not active
7796,47,200-210,average,Africa,education / academia,tinder,instagram dm,0,,,,,,0,not active
10833,34,160-170,slim,Africa,engineering / manufacturing,tinder,whatsapp,1,7-15,0.0,4.0,2.0,4.0,1,active
10364,45,190-200,muscular,NorthAmerica,engineering / manufacturing,tinder,snapchat,1,7-15,3.0,5.0,3.0,5.0,2,active
3558,29,180-190,mediocre,Africa,sales / marketing,grindr,whatsapp,1,15-30,3.0,3.0,3.0,3.0,1,active
9760,52,190-200,athletic,SouthEurope,education / academia,tinder,instagram dm,0,,,,,,0,not active
2858,51,160-170,overweight,Asia,it / tech,tinder,instagram dm,1,1-7,2.0,3.0,2.0,3.0,1,active
12908,39,190-200,muscular,Africa,it / tech,other,snapchat,1,30-90,3.0,3.0,1.0,3.0,1,active
13304,19,190-200,athletic,SouthAmerica,public sector / government,tinder,snapchat,1,7-15,2.0,2.0,4.0,2.0,1,active
12030,37,180-190,average,Africa,finance / banking / consulting,Bumble,snapchat,1,30-90,4.0,2.0,4.0,3.0,1,not active
10883,49,180-190,average,SouthAmerica,sales / marketing,grindr,instagram dm,0,,,,,,0,not active
1889,31,180-190,athletic,NorthAmerica,finance / banking / consulting,tinder,snapchat,1,1-7,2.0,1.0,2.0,1.0,0,not active
11489,43,160-170,slim,SouthAmerica,healthcare / medicine,Bumble,snapchat,1,7-15,2.0,3.0,1.0,3.0,1,not active
4618,35,190-200,athletic,MiddleEast,sales / marketing,tinder,snapchat,1,1-7,4.0,1.0,5.0,1.0,2,active
9570,36,190-200,muscular,SouthEurope,engineering / manufacturing,tinder,instagram dm,1,7-15,2.0,3.0,3.0,1.0,0,not active
1751,41,160-170,mediocre,SouthEurope,education / academia,Hinge,whatsapp,1,15-30,2.0,4.0,2.0,4.0,1,active
634,45,180-190,athletic,SouthAmerica,sales / marketing,Bumble,instagram dm,1,7-15,2.0,4.0,3.0,4.0,1,active
7043,44,170-180,slim,Asia,public sector / government,Bumble,whatsapp,1,30-90,4.0,4.0,1.0,5.0,1,not active
3901,31,170-180,average,SouthEurope,engineering / manufacturing,tinder,whatsapp,0,,,,,,0,not active
10031,24,190-200,athletic,SouthEurope,unemployed,Bumble,instagram dm,0,,,,,,0,not active
8294,24,170-180,mediocre,Africa,unemployed,Bumble,instagram dm,1,15-30,4.0,2.0,3.0,2.0,1,not active
14649,37,180-190,muscular,SouthEurope,sales / marketing,tinder,snapchat,1,7-15,0.0,3.0,5.0,3.0,0,not active
11146,41,200-210,athletic,Africa,finance / banking / consulting,Hinge,whatsapp,1,7-15,1.0,3.0,1.0,3.0,0,not active
11808,30,190-200,average,NorthAmerica,it / tech,Bumble,whatsapp,1,15-30,1.0,2.0,5.0,2.0,2,active
8702,18,180-190,muscular,SouthEurope,it / tech,grindr,instagram dm,0,,,,,,1,active
4924,44,200-210,athletic,NorthAmerica,service / hospitality,tinder,whatsapp,1,7-15,0.0,5.0,1.0,5.0,1,active
7711,50,170-180,athletic,SouthAmerica,public sector / government,tinder,whatsapp,0,,,,,,0,not active
8502,47,190-200,muscular,NorthAmerica,sales / marketing,tinder,snapchat,0,,,,,,0,not active
14455,43,180-190,mediocre,NorthAmerica,engineering / manufacturing,tinder,snapchat,1,1-7,2.0,5.0,3.0,5.0,2,active
128,41,190-200,athletic,CentralEurope,public sector / government,tinder,snapchat,1,7-15,4.0,5.0,3.0,5.0,1,not active
10497,46,160-170,mediocre,EasternEurope,engineering / manufacturing,Hinge,instagram dm,1,15-30,2.0,5.0,3.0,5.0,1,active
3679,52,160-170,mediocre,WesternEurope,arts / media / design,tinder,instagram dm,0,,,,,,0,not active
7884,26,170-180,average,Asia,public sector / government,tinder,instagram dm,1,7-15,4.0,4.0,3.0,4.0,2,active
7101,47,200-210,athletic,NorthAmerica,sales / marketing,tinder,snapchat,0,,,,,,0,not active
3733,33,170-180,athletic,EasternEurope,arts / media / design,Hinge,tinder,1,1-7,3.0,4.0,5.0,4.0,1,not active
10846,23,180-190,mediocre,SouthAmerica,finance / banking / consulting,tinder,instagram dm,1,7-15,0.0,4.0,4.0,4.0,0,not active
14220,28,180-190,average,SouthAmerica,it / tech,grindr,instagram dm,0,,,,,,0,not active
9755,43,200-210,muscular,NorthAmerica,education / academia,Hinge,snapchat,1,1-7,3.0,4.0,2.0,4.0,1,active
6637,46,200-210,muscular,Africa,healthcare / medicine,Hinge,tinder,0,,,,,,0,not active
10525,30,160-170,athletic,SouthAmerica,service / hospitality,tinder,instagram dm,1,7-15,3.0,4.0,4.0,4.0,1,not active
3992,41,170-180,muscular,Asia,self-employed,tinder,snapchat,1,1-7,2.0,5.0,4.0,5.0,2,active
10494,25,160-170,muscular,SouthEurope,finance / banking / consulting,grindr,whatsapp,1,7-15,3.0,1.0,3.0,1.0,1,active
11258,44,170-180,slim,Asia,student,tinder,instagram dm,1,1-7,4.0,5.0,2.0,5.0,2,active
14379,38,170-180,average,EasternEurope,sales / marketing,tinder,telegram,1,1-7,5.0,4.0,4.0,4.0,2,active
6034,46,180-190,slim,NorthAmerica,public sector / government,tinder,whatsapp,1,7-15,1.0,5.0,2.0,5.0,0,not active
13841,32,200-210,athletic,NorthAmerica,unemployed,instagram,snapchat,1,7-15,3.0,3.0,4.0,3.0,1,active
2586,40,200-210,athletic,SouthAmerica,healthcare / medicine,Bumble,snapchat,1,15-30,4.0,5.0,2.0,5.0,2,active
10498,20,190-200,athletic,WesternEurope,it / tech,tinder,whatsapp,1,1-7,0.0,3.0,4.0,3.0,2,active
13909,35,170-180,athletic,SouthAmerica,finance / banking / consulting,tinder,snapchat,1,15-30,1.0,2.0,4.0,2.0,0,not active
12082,35,200-210,muscular,WesternEurope,sales / marketing,tinder,whatsapp,1,7-15,0.0,3.0,1.0,3.0,0,not active
14255,29,160-170,average,SouthEurope,education / academia,tinder,whatsapp,1,1-7,2.0,1.0,4.0,1.0,1,active
12244,51,200-210,average,Asia,healthcare / medicine,Bumble,snapchat,0,,,,,,0,not active
8818,21,160-170,athletic,MiddleEast,it / tech,instagram,instagram dm,1,7-15,0.0,1.0,4.0,1.0,0,not active
9047,52,160-170,average,EasternEurope,public sector / government,tinder,snapchat,1,1-7,2.0,4.0,3.0,4.0,0,not active
8094,26,200-210,average,MiddleEast,sales / marketing,tinder,telegram,1,7-15,3.0,2.0,4.0,2.0,0,not active
5384,50,190-200,athletic,CentralEurope,healthcare / medicine,tinder,snapchat,1,1-7,3.0,5.0,3.0,5.0,2,active
3593,27,200-210,muscular,NorthAmerica,public sector / government,tinder,whatsapp,1,1-7,3.0,2.0,4.0,1.0,1,active
6870,37,160-170,muscular,MiddleEast,engineering / manufacturing,grindr,snapchat,0,,,,,,0,not active
5564,26,200-210,muscular,NorthAmerica,education / academia,Hinge,whatsapp,1,7-15,4.0,2.0,5.0,2.0,1,not active
5619,43,200-210,athletic,WesternEurope,public sector / government,instagram,whatsapp,0,,,,,,0,not active
9023,23,180-190,mediocre,EasternEurope,sales / marketing,tinder,snapchat,1,1-7,5.0,2.0,1.0,2.0,2,active
11306,41,170-180,average,Africa,public sector / government,instagram,instagram dm,1,15-30,2.0,4.0,1.0,4.0,1,active
9563,30,180-190,slim,CentralEurope,sales / marketing,tinder,snapchat,1,15-30,5.0,3.0,4.0,3.0,1,not active
11428,30,200-210,muscular,NorthAmerica,public sector / government,instagram,snapchat,1,1-7,1.0,2.0,3.0,2.0,1,not active
1389,45,160-170,average,MiddleEast,sales / marketing,other,snapchat,0,,,,,,0,not active
3084,41,190-200,athletic,CentralEurope,arts / media / design,other,instagram dm,1,15-30,3.0,4.0,1.0,3.0,1,not active
3757,24,190-200,muscular,NorthAmerica,self-employed,grindr,instagram dm,1,7-15,4.0,2.0,1.0,2.0,2,active
1460,30,190-200,athletic,NorthAmerica,service / hospitality,grindr,grindr,1,7-15,4.0,2.0,1.0,1.0,1,not active
3842,19,180-190,athletic,EasternEurope,healthcare / medicine,Bumble,instagram dm,1,7-15,2.0,4.0,5.0,4.0,1,active
14238,41,160-170,average,NorthAmerica,arts / media / design,grindr,snapchat,1,30-90,2.0,5.0,3.0,4.0,2,active
7255,45,180-190,mediocre,NorthAmerica,engineering / manufacturing,Hinge,whatsapp,1,7-15,1.0,4.0,3.0,4.0,1,not active
4011,27,180-190,athletic,MiddleEast,self-employed,instagram,whatsapp,1,7-15,0.0,4.0,1.0,4.0,2,active
688,21,190-200,muscular,CentralEurope,healthcare / medicine,tinder,snapchat,0,,,,,,1,active
6434,51,160-170,average,WesternEurope,healthcare / medicine,tinder,whatsapp,1,15-30,3.0,5.0,1.0,5.0,2,active
14608,34,190-200,average,Africa,healthcare / medicine,tinder,snapchat,1,15-30,3.0,3.0,3.0,3.0,1,not active
5736,48,170-180,athletic,SouthAmerica,engineering / manufacturing,tinder,snapchat,0,,,,,,0,not active
931,47,170-180,average,EasternEurope,self-employed,other,whatsapp,1,15-30,4.0,5.0,1.0,5.0,1,active
10664,33,200-210,athletic,SouthAmerica,public sector / government,tinder,snapchat,1,7-15,3.0,3.0,3.0,3.0,1,active
7726,18,170-180,athletic,MiddleEast,finance / banking / consulting,tinder,whatsapp,1,15-30,5.0,2.0,4.0,2.0,1,active
11149,23,200-210,athletic,WesternEurope,service / hospitality,tinder,snapchat,0,,,,,,0,not active
2390,42,200-210,athletic,Africa,public sector / government,grindr,other,0,,,,,,0,not active
8731,47,170-180,athletic,MiddleEast,healthcare / medicine,tinder,snapchat,0,,,,,,0,not active
13086,18,170-180,muscular,SouthEurope,service / hospitality,grindr,snapchat,0,,,,,,0,not active
4148,34,190-200,average,CentralEurope,public sector / government,instagram,instagram dm,1,7-15,2.0,5.0,4.0,4.0,1,not active
12153,19,180-190,mediocre,SouthAmerica,public sector / government,tinder,snapchat,1,1-7,4.0,3.0,3.0,3.0,2,active
6254,49,180-190,mediocre,SouthAmerica,healthcare / medicine,Hinge,instagram dm,1,30-90,1.0,4.0,2.0,4.0,1,not active
11590,34,180-190,average,Africa,sales / marketing,grindr,grindr,0,,,,,,0,not active
9289,27,200-210,athletic,CentralEurope,finance / banking / consulting,grindr,whatsapp,1,1-7,4.0,2.0,2.0,2.0,2,active
11160,52,190-200,athletic,NorthAmerica,healthcare / medicine,tinder,snapchat,1,7-15,2.0,4.0,3.0,4.0,2,active
8495,20,190-200,athletic,CentralEurope,public sector / government,tinder,instagram dm,1,7-15,1.0,1.0,3.0,2.0,0,not active
7004,33,200-210,muscular,Asia,education / academia,Bumble,tinder,1,15-30,4.0,2.0,1.0,2.0,1,active
8847,37,200-210,average,NorthAmerica,it / tech,Bumble,whatsapp,0,,,,,,0,not active
395,41,180-190,athletic,SouthEurope,arts / media / design,Hinge,whatsapp,1,7-15,4.0,3.0,2.0,3.0,2,active
727,35,200-210,muscular,NorthAmerica,finance / banking / consulting,Bumble,whatsapp,1,1-7,3.0,1.0,5.0,1.0,2,active
11869,39,200-210,athletic,Africa,healthcare / medicine,tinder,instagram dm,1,15-30,3.0,3.0,4.0,3.0,1,active
10053,34,200-210,muscular,SouthAmerica,sales / marketing,tinder,snapchat,0,,,,,,1,active
14063,46,160-170,muscular,MiddleEast,it / tech,tinder,telegram,0,,,,,,0,not active
8021,37,160-170,slim,Asia,education / academia,tinder,snapchat,1,1-7,4.0,3.0,5.0,3.0,1,active
6072,38,190-200,athletic,MiddleEast,it / tech,Bumble,whatsapp,1,1-7,2.0,3.0,3.0,3.0,1,not active
13040,34,180-190,slim,NorthAmerica,public sector / government,instagram,snapchat,0,,,,,,0,not active
13184,28,200-210,athletic,SouthAmerica,public sector / government,instagram,snapchat,1,1-7,0.0,2.0,2.0,1.0,0,not active
5968,22,170-180,slim,Africa,self-employed,Bumble,snapchat,1,7-15,4.0,1.0,4.0,1.0,1,not active
14203,48,190-200,average,CentralEurope,engineering / manufacturing,instagram,whatsapp,1,1-7,0.0,5.0,3.0,5.0,2,active
9134,39,180-190,mediocre,NorthAmerica,public sector / government,Hinge,snapchat,1,15-30,3.0,4.0,3.0,4.0,1,active
8247,44,200-210,athletic,Africa,finance / banking / consulting,grindr,snapchat,0,,,,,,0,not active
684,38,170-180,mediocre,Asia,sales / marketing,tinder,whatsapp,1,1-7,3.0,2.0,2.0,2.0,1,active
829,20,200-210,muscular,SouthEurope,public sector / government,Hinge,whatsapp,1,7-15,3.0,4.0,1.0,4.0,1,not active
9503,18,160-170,athletic,EasternEurope,public sector / government,Bumble,instagram dm,0,,,,,,0,not active
19,28,170-180,average,Asia,it / tech,tinder,snapchat,0,,,,,,0,not active
6224,52,200-210,average,WesternEurope,it / tech,tinder,whatsapp,1,7-15,0.0,5.0,3.0,5.0,1,active
6129,19,160-170,average,MiddleEast,self-employed,tinder,snapchat,1,1-7,3.0,4.0,5.0,4.0,2,active
1172,32,170-180,average,SouthEurope,sales / marketing,Hinge,snapchat,1,15-30,0.0,3.0,1.0,3.0,0,not active
9313,21,200-210,average,Africa,self-employed,grindr,snapchat,0,,,,,,0,not active
